Sender Name;Recipient Name;Amount
Michael Williams;Loida Frix;2458.7
Rosie Penn;Donnie Sackett;511.05
Francesca Noel;Gina Zeigler;101.5
Sandra Taber;Juan Mendoza;459.84
Wayne Winter;Judi Diaz;20378.63
Maxine Weaver;David Polowy;368.11
Amy Buchanan;Betty Ayala;20901.99
Mathew Archie;Marc Curtis;798.3
Rosie Penn;Barbara Dixon;55.74
Ruben Norment;Ethel Juliana;6838.04
Lois Greenwood;Calvin Ives;17392.46
Jeffrey Derrick;Billy Freehan;29101.15
Paul Berry;Richard Cline;1619.55
Bobby Mastriano;Rayford Sullins;61267.47
Keith Brightwell;Jack Malone;8069.8
Emma Magnie;Louis Turner;319.53
Mary Bones;Virginia Wade;1260.27
Andrew Weber;Joseph Eason;2959.62
Helen Coombs;Roberta Byrne;1289.53
Michael Greene;Gene Peel;608648.28
Stephany Ramos;Gordon Selby;2554.7
Richard Waters;Brenda Thompson;20735.82
Rona Honkanen;Clarice Hughes;7233.41
Adella Drouin;William Wilson;922.75
Naomi Berry;Pauline Cohen;292.38
Brandon Kaufman;Dorothy Watkins;5756.14
Eddie Gray;Luke Swanson;21656.3
Donna Crosten;Christine Mccombs;792.04
Iva Edwards;James Opteyndt;420.31
Jim Weslowski;Joseph Pugh;26893.22
Grace Phelps;Joanna Maher;10257.56
Albert Steiner;Carolyn Thompson;44264.43
Kathleen Warwick;David Lutz;151.49
Tomas Ramirez;George Heon;19177.13
Viola Gillilan;Jack Neal;4545.09
Carolyn Edwards;Rico Delaine;9.27
Jason Hall;Amy Buchanan;324.38
Alan Serrano;Edith Randall;493.62
Mathew Gonzales;Larry Chilton;1811.94
Brenda Lewis;Dorothy Fernandez;10842.77
Phil Rodgers;Lawrence Majors;14084.32
Michael Simmons;James Opteyndt;557.78
Cheryl Hentz;Selma Gustafson;7989.84
Rita Gaietto;Edna Moran;834.97
Judith Lamar;Thomas Cribbin;3944.25
Lula Allen;Jonathan Baker;4014.75
Mary Graves;Christopher Hilliard;3435.15
Ashley Garcia;Timothy Betancourt;874.43
Mabel Brand;Debbie Tovar;2375.0
Deanna Whittemore;Rosemary Pickett;1801.68
James Winkler;Cynthia Hatch;2256.42
Donald Wells;Paul Hadley;365.05
William Sanchez;John Vaillancourt;187.69
Sidney Tartaglia;Maria Brookins;2441.02
Kevin Garrett;Brock Parker;1123.44
Miguel Wells;Roger Ford;10672.83
Brenda Lewis;Michael Echols;6.17
Charles Cole;George Rogers;170518.74
Curtis Evans;Ronald Rodriguez;3366.85
Milton Lancaster;Rachael Peters;67911.94
Justin Allen;David Hughes;10729.42
William Taylor;Patricia Bryon;386.17
Daphne Wilson;Javier Plourde;5916.04
Jack Neal;Thomas Byrge;128588.19
Carl Green;Charles Caldwell;6682.91
Nelson Wilson;Philip Christian;9242.35
John Larsen;Arlene Nagle;1338.65
Kelly Lewis;Loren Ennis;1082.66
Francis Vanhofwegen;Richard Williamson;13949.32
James Mcwilliams;Levi Gallegos;128.09
Rachel Tyson;Charles Hayes;389.73
Jennifer Hartman;Hazel Green;32809.33
James Barnes;Veronica Peck;2169.53
Barbara Osborne;Everette Cahee;327.0
Todd Jolley;Joseph Eason;866.25
Walter Shepherd;Michele Rowan;1832.2
Lee Bellman;George Page;672.44
Roger Jefferson;Andrew Bauer;6044.05
Laurie Cates;John Stephen;8182.85
Michael Partee;Mark Turpin;16431.94
Cheryl Williams;April Lewis;39616.93
Brian Villarreal;Alyce Krieger;0.0
David Hughes;Raymond Gremo;30.27
Sabrina Peabody;Alice Lankford;12066.08
Jody Pitts;Teresa Hogue;6504.31
James Rempel;Rico Delaine;69483.65
Samuel Hasson;Sandra Jackson;258.69
Barbara Patton;Willie Anderson;32557.49
James Kurtz;Melissa Mansi;4405.72
Roger Sherrard;Nicholas Wehner;1571.3
Steven Ingram;Bertha Orourke;75013.35
Jason Hobbs;Edith Randall;7702.11
Rebecca Tasker;Pat Coleman;41357.71
Andrew Daggett;Andrea Brown;5651.69
Bonnie Hauser;John Cunningham;1813.0
James Barnes;Karen Barnes;4069.28
Rachel Ballew;Alicia Sharp;7090.26
Luis Williams;Ronald Karge;9645.67
Joanna Briscoe;Mary Graves;6838.29
Scott French;Angela Page;455.54
Arthur Peters;Catherine Johnston;3676.9
Peggy Baran;Scott Olson;2356.93
Robert Melena;Mary Williams;376.58
Mia Reese;Dessie Tang;4194.28
David Herring;Lisa Dean;26360.77
Carolyn Fields;Richard Broglio;14.51
George Willson;Naomi Reiss;224.55
Vanessa Jenkins;Mindi Neira;2562.17
Matthew Conyers;Rebecca Stiger;6287.74
Paul Dowe;Calvin Howard;1733.24
Charles Davis;Leo Beaver;280.42
Derek Haecker;Karen Fennern;8100.45
Rosario Chavez;Russel Tran;10882.85
Rosemary Richardson;Jeremy Alexander;694.25
Hilda Busk;Alton Layne;3959.49
Perry Jones;Ron Chamberlain;34189.64
Sandra Werner;Rose Soto;4371.39
Jake Mccarthy;Veronica Withers;3010.52
Alfonso Mckinney;Mary Graves;222.6
John Stephen;Jean Hopkins;48955.07
Christopher Schwipps;Shirley Whitesides;14776.66
Carrie Levine;Don Hallquist;129.4
Donald Viggiano;Thomas Zordan;17528.77
David Allen;Tim Broadnax;3178.33
Emmanuel Luna;Jean Hopkins;3789.18
Lucille Jenkins;Lucia Gonzalez;2287.59
Shane Bradley;Mathew Archie;16579.72
Shane Ybarra;Felice White;873.96
Earnest Horne;Patricia Davis;169677.75
Ryan Bridges;Brian Free;929.49
Billy Carney;Frank Peckham;4052.42
Frank Murphy;Frank Thornburg;45854.81
Beatrice Shae;Lillian Mccoy;0.0
Jonathan Baker;Dianne Campanile;3269.99
Shawn Nichelson;Norma Higgins;256.71
John Pinkett;Darren Chadwick;2800.16
Nancy Northcutt;Diane Payton;7738.55
Robert Taylor;Damon Wheeler;1298.94
Johnny Terrell;Ann Behran;2614.58
Donald Petersik;Karen Mccrudden;4055.17
Rick Lowery;Ben Myers;266.42
Lewis Moores;James Smith;35453.39
Karen Mccrudden;Karen Gaston;1816.16
Luis Williams;Barbara Muterspaw;27693.26
Linda Davis;Tiara Jackson;792.24
Kimberly Ridley;William Johnson;49655.11
Roberto Sherwood;Shelia Ortega;1885.14
Peter Mccalmont;Tony Thompson;45717.81
Carlos Stephenson;Victoria Chilton;2739.79
Christine Mccombs;Terry Gustafson;1693.16
Dianne Campanile;Mary Rivera;216.2
Dwayne Nord;Leo Beaver;381.47
Beverly Bigler;Dewey Jackson;13504.84
Jose Gaines;Greg George;200.31
Mark Shaefer;George Meister;2813.57
David Polowy;Lisa Slemmons;807.45
Christopher Hilliard;Maurice Robinson;9105.66
Colleen Smith;Frederick Presley;228.9
Norma Westbrook;Theodore Mingo;90117.22
Derek Warner;Susan Fellin;6996.68
Arthur Soden;Lois Jernejcic;156418.26
Joseph Connors;William Layton;3327.89
Melanie Earle;Thomas Atkins;19770.91
Thomas Davis;Peggy Ramirez;20387.17
Drew Anderson;Robert Day;49706.97
Thomas Maestas;Richard Hicks;14546.43
Alfonso Mckinney;Stacy Marinese;1243.57
Ruth Caceres;Jeffrey Collins;2465.69
Maria Hooks;James Kurtz;9940.84
Gregory Wilson;Angie Prater;16617.23
William Doyle;Sandra Cardenas;6746.3
Mandy Brown;James Thao;51.89
Lois Greenwood;Vickie Lu;57364.24
Wilma Rogers;Oscar Mingione;979.69
James Lyon;Jean Jones;1273.62
Alma Powell;Richard Haith;18125.4
Sergio Ayala;Nicholas Johnson;577.93
Harold Cameron;Lucia Gonzalez;10505.97
Ronald Simpson;Vincent Hall;9898.54
Amber Gibson;Willie Anderson;28499.86
Jennifer Perry;Jackie Byas;9709.26
Jenifer Allen;Barbara Shaver;32351.25
Janet Moody;Zoe Horace;107851.13
William Simar;James Thomas;2922.22
David Herring;Cindy Dempsey;6262.44
Wendy Johnson;Samantha Hemp;13414.86
Ramon Turner;Henry Martinez;6609.1
Joanne Brown;Julia Chavez;46661.15
Mabel Brand;Eileen Thompson;1256.3
Carmen Mcclellan;Dale Shaffer;53958.42
Crystal Nelson;Yolanda Baoloy;237.2
Eva Carroll;Thomas Sweigart;15602.46
Billie Monigold;Robin Haddad;45724.88
Jonathan Baker;Gordon Ny;13732.5
Roger Sherrard;John Vaughn;1748.21
Charles Quinter;Ilana Benson;18634.98
William Perez;Robert Fontenot;6404.27
Clarence Palmer;Bette Rubio;3960.9
Georgia Willis;Jeffrey Schick;15858.8
Eda Gordon;Marion Greenlee;438.69
Tonya Engen;Mariann Dawson;2981.53
Pamela Byas;Christopher Pitonyak;284.23
Elizabeth Parsons;Herman Lozano;25536.0
Jamie Rayford;Luke Swanson;272.57
Michael Dudley;James Dodd;4135.72
James Kuan;Iris Hatcher;33349.87
Jack Sheetz;Anthony Flynn;2445.99
David Jolley;Marie Bowman;6199.54
Pamela Lyon;Jeffrey Mcpherson;0.0
Marion Moores;Joe Harvey;291.52
Gabriela Johnson;Mildred Mattox;9404.61
Lonnie Leeper;David Hagan;2507.81
James Losey;Arthur Jordan;4286.02
John Delo;Frances Shepard;23735.27
Digna Dearing;Lisa Dean;188.67
Jason Brown;Richard Williamson;20828.48
William Burns;David Williams;0.0
Iris Hatcher;Melissa Rios;8110.95
Judith Haney;Wm Washington;968.75
Gina Zeigler;Rita Haid;9285.89
William Snell;Todd Jolley;1205.94
Michael Treadwell;Veronica Peck;311.94
Wanda Wright;Beverly Allums;27578.07
William Simar;Michael Williams;897.81
Larry James;Pauline Cohen;286.99
Marlon Holmes;Louis Godeaux;1947.64
Damian Tripp;Ronald Benson;6478.85
Eugene Gardner;Moises Young;15934.33
Austin Littman;Vicki Hannah;40565.33
Enrique Brown;Ronald Rodriguez;13576.63
Beatrice Shae;Laura Simmons;12989.76
Robert Self;Thomas Byrge;50777.55
Doris Kim;Diane Owens;15517.43
Beatrice Burris;Donna Glover;242.25
Jonathan Baker;Shawn Mccartney;8919.06
James Martin;Louis Turner;3111.61
Jodi Hite;Chad Grace;4991.53
Manuel Fisher;Verna Barton;11603.96
Elizabeth Parsons;Sara Albee;2712.02
George Hart;Eileen Thompson;4244.37
Jason Mitchell;Sharon Beall;8667.15
Rebecca Myrick;Keith Miller;1147.09
Derek Valentine;William Sheets;9345.21
Gregory Cooney;John Foley;33167.03
Fred May;Robert Schrader;3109191.02
Bobby Overshown;Jason Connors;6878.66
Joe Harvey;Steven Bean;3991.52
Lorraine White;Eric Mikolajczyk;5240.87
Sam Leach;Clarence Richard;11154.16
Angie Toliver;Jennifer Blackwell;3074.14
Zachary James;Cyril Sojka;6169.43
Paul Barrera;Rita Gaietto;68450.8
Mildred Gilchrist;Paul Martin;6810.36
Arthur Jordan;Robert Taylor;4442.21
Tommie Haymes;William Cramer;8918.36
Milagros Tiblier;Danny Stockton;64759.06
Janice Ball;Arlene Klein;13445.65
Jason Mitchell;Steven Bean;12027.01
Beatrice Burris;Lino Nall;0.0
Carlos Ardoin;Matthew Boyles;1107.78
Cassandra Matthews;Rebecca Anderson;5656.91
Tomas Ramirez;Bill Tunnell;19494.11
Juanita Jiles;Brian Free;9137.99
James Wilson;Lynne Rowe;16729.48
Edwin Redman;Anthony Flynn;1388.7
Melanie Holohan;James Cunningham;4087.63
Amanda Schwartz;Norma Higgins;6576.51
Gary Hogan;Jennifer Vrba;2692.59
Thomas Allison;Peter Sanders;443.77
Linda Brown;Horace Anderson;940.93
Richard Cormier;Michael Spann;831.02
Alice Lankford;Jack Bullock;5294.51
Fredric Mathews;Terry Gonzalez;19213.62
Deborah Feliciano;James Crider;1224.95
Ruth Allen;Cassandra Matthews;1784.22
Jill Campbell;Richard Colson;288.88
Jose Butler;Darren Chadwick;18920.71
Monica Torres;Toni Franco;36777.22
Derek Haecker;Jeannie Jackson;171938.04
Robert Russey;Rex Badman;687.48
Nestor Hayes;Randell Fortune;2658.92
Bambi Abramowitz;Robert Hawkins;12154.45
Viola Maloney;Lorenzo Cleckler;2294.64
Bryan Lovett;Roger Wheeler;1766.37
Frederick Smith;Robert Russey;6489.15
Cynthia Shafer;Elaine Barrera;2113.53
Jacob Schieber;Chelsey Bennett;375.86
Norma Westbrook;Mary Garcia;2488.94
Patricia Whitchurch;James Frazier;3279.72
Wanda Perdomo;Nancy Gray;2964.4
Carolyn Davis;James Peralta;6.78
Harold Alfonso;Lisa Guillotte;849.03
Meagan Snyder;Dessie Tang;88864.94
Romaine Kennedy;Larry Harvey;763.54
Ralph Erickson;Kristen Stanton;2099.28
Joey Braddy;Dianne Riley;232609.71
Billie Aldridge;Harold Alfonso;155.26
Ellis Snyder;Wanita Holliday;9916.51
Joseph Yancey;Viola Maloney;17049.3
Nga Deleon;Robyn Lillis;279968.07
Marion Greenlee;Laurie Randall;4850.74
Roy Tedder;Renee Simmons;115.73
Marian Watford;Matthew Conyers;6408.62
David Faul;Esther Siemens;270.9
Alice Kamp;Maryann Green;7957.91
Mary Graves;Anthony Musgrave;14360.34
Helen Coombs;Andre Rodriguez;704.74
Timothy Henry;Clyde Kowalewski;109.48
Jonathan Debolt;Peter Yi;2442.61
Patricia Miraglia;Mary Freeman;1691.91
Jamie Bristol;John Mcdermott;265.22
Charles Quinter;Angela Smith;2730.33
Ronald Strobeck;Jacqueline Randazzo;16667.8
Jacqueline Hines;Jason Membreno;43129.93
Nicholas Wehner;Lillian Carpenter;1107.21
Rita Kanagy;Odessa Rodriquez;313420.02
Arlene Nagle;Robert Schrader;7399.83
Michael Mullis;Diane Mcclellan;46.72
Cheryl Miller;Peter Lunsford;599.12
Micheal Hill;Timothy Marshall;3922.86
Rosario Lumpkin;Jason Hobbs;5094.73
Justin Gill;Jose Sanchez;8594.48
Christopher Williams;Claudine Peterson;3354.42
Dorothy Watkins;Donna Glover;5378229.04
Paul Charleston;Cynthia Harkavy;1919.77
James Thomas;Patricia Tenebruso;227211.71
Carolyn Davis;James Dodd;5129.9
Robert Fontenot;Edith Randall;11738.72
Carly Thompson;John Vaughn;5537.54
Eva Roundtree;Jim Weslowski;617.7
Mary Ortiz;Carmen Bernstein;53882.01
Veronica Withers;Rose Soto;11509.73
Timothy Troia;Dusty Jackson;9753.13
Lisa Stayton;Ted Payne;30896.82
Tomas Ramirez;Joan Collins;694.06
Jody Pitts;Derek Kidd;7240.76
Katherine Gin;Levi Gallegos;255200.69
Jimmy Torres;James Kuan;6826.23
John Sines;Richard Williamson;4.05
Christine Hill;Joshua Pitts;20227.05
Robert Nelson;Jayson Perkins;6755.59
Perry Jones;Nellie Eads;1146.67
Billy Kilmer;Jessie Sigala;4792.31
Thomas Maestas;Daniel Grayson;3871.16
Calvin Mosby;Lori Kurland;1188.79
Deborah Feliciano;Toni Franco;1596.23
Lesli Gunn;Maria Larmon;844.32
Pearl Flaming;Christopher Miller;237.19
Tony Simons;Fred Clay;2983.3
Nancy Trundle;Donnie Brace;238.78
Phyllis Reeder;Deborah Cassano;9988.7
Thomas Williams;Elizabeth Hoover;11799.96
Mark Williams;Eugene Gardner;2736.27
John Sines;Bobby Shutts;5947.56
Selma Gustafson;Brent Lopez;20811.16
Angela Goldbach;Robert Taylor;3039.29
Tara Given;Thomas Griswold;28396.22
Rachel Tyson;Lesli Gunn;19017.15
Marie Bowman;Roger Wheeler;4817.59
Naomi Reiss;John Estrada;808.26
Louise Walker;Michael Jones;7674.26
James Dodd;Jennifer Woolery;8734.19
Amanda Richardson;Jeremy Alexander;4944.15
Pamela Loman;Donna Baker;162818.0
Richard Osborn;Frances Villanueva;4755.87
Joanna Maher;Leo Beaver;502.1
Stacey Brannan;Richard Peacock;2248.75
Charlie Miron;John Esquivel;636.68
Karen Barnes;Samuel Hasson;109.84
Austin Littman;Hilda Gracia;20411.4
Greg George;Jeff Lowe;2007.15
Kenneth Mott;Flora Martel;275.4
Bryon Eastman;Frances Boyd;75577.43
Bernard Steenbergen;George Heon;8885.32
Jennifer Dickenson;Charles Smith;1500.59
Lela Kibler;Eric Porter;6930.3
Louis Spataro;Henry Vo;5411.45
Matthew Bailey;Rodney Hinton;20450.66
Henry Martinez;Valerie Northrup;541.63
Cynthia Hatch;Eugene Christensen;12859.59
Theresa Waters;Jocelyn Neal;29228.24
James Rempel;Jill Campbell;514.18
Natalie Brown;Richard Osborn;7239.48
Carrie Levine;Bradley Escobar;2579.84
Melvin Hubbard;Michael Williams;7222.88
Lynne Rowe;Virgil Williams;532.13
James Martin;Julie Thompson;44140.63
Mary Hardison;Stacy Enloe;4216.3
David Crawford;Bobby Marquez;10171.22
Kimberly Ridley;Viola Gillilan;8784.19
Hector Berwick;Manuel Fisher;415.95
Zachary Barrera;David Lind;20670.79
Vincent Hall;Brent Lopez;245.43
Margaret Guerrero;Ruben Norment;14876.43
Eda Gordon;Scott Wallace;9747.14
Nicholas Johnson;John Oates;582.42
Paul Adams;Carlos Ardoin;2703.92
Henry Stoker;Stephanie Clements;17909.52
Brent Lopez;Justin Gill;396.99
Rosemary Richardson;Iris Hatcher;1228.11
Vanessa Jenkins;Donna Baker;823.73
Ryan Bridges;Abdul Fernandez;37261.83
Valerie Northrup;Jose Butler;893.62
Inez Tilley;Joanne Holbert;937.01
Jimmie Roberson;Peter Scott;647.14
Jay Garay;John Jackson;10276.33
Eva Carroll;Cassi Charlton;856.43
Marcelino Paxton;Paula Turner;7128.19
Billy Ruffo;Lesli Gunn;58837.64
Alice Pointer;Nadia Dreessen;8114.14
Michell Martin;Barbara Smith;1826.5
Ronnie Gallego;Roberto Freeman;8071.07
Marie Dorman;David Bailey;1285.94
Lorean Whaley;Richard Williamson;5943.83
Michael Rebuck;Ronald Beck;290.37
Rex Badman;Esmeralda Whitaker;6364.61
Nicholas Ardoin;Charles Hite;49983.7
Willis Bakken;Ginger Rashid;6031.17
Michael Richey;Steven Bean;46.04
Alan Serrano;Paula Turner;23184.03
Clayton Daley;Georgia Willis;2690.64
Eileen Thompson;Randolph Longoria;6983.43
Gina Zeigler;John Foley;581.06
Scott Williams;Ronald Kehres;11373.48
Enid Seabrook;Michael Hart;2417.85
Jacki Crosby;Johnny Terrell;54268.3
Laura Maack;Russel Tran;19122.7
Marie Waugh;Hortencia Flowers;0.0
Sarah Bryson;Catherine Young;18977.68
Steven Hornback;Mabel Gordon;168519.0
Frances Shepard;Andrew Daggett;2400.01
Paul Stout;Deanna Whittemore;7734.09
Louise Gorden;Lorraine Blaschke;3036.36
Michael Kelley;Georgia Rosales;565.11
Carline Fegley;Dee Spear;1254.71
Roger Campbell;Nell Edes;35.54
Edward Soto;Salvador Vanacore;1.64
Travis Kannel;Valerie Northrup;339.59
Christopher Snyder;Jerry Demars;369.37
Jennifer Nuuanu;Esperanza Rehberg;12880.8
Richard Giles;Louise Walker;501.39
James Scott;Bessie Velez;768.8
Kathy Stone;Pearl Raj;11180.12
Frances Walling;Christine Hill;16777.14
Karen Rollo;Judy Cardwell;4865.0
Cruz Redd;Charles Caldwell;3105.31
Beatrice Shae;Leon Streller;3771.45
Vaughn Hodges;Perry Stevens;8388.45
Samuel Hasson;Kristy Johnson;20212.18
Michael Mclane;April Lewis;4724.98
Maria Hooks;Jack Edwards;1448.25
John Kridel;Ronnie Barber;5625.02
Jamie Rayford;Nellie Eads;1117.21
James Mcdonald;Tina Maciel;8869.69
Sarah Frederick;Wayne Harris;456.45
Thomas Garrison;Veronica Peck;7227.35
Paul Werner;Logan Tillman;8615.0
Kristy Johnson;Wayne Truitt;7486.52
Cheryl Price;Susan York;4270.53
Minnie Satterfield;John Estrada;880.45
Matthew Crosby;Ramon Turner;21763.86
Jaclyn Cowart;Tommie Card;884.19
Kathy Young;Christopher Schwipps;1692.91
Eloisa Cureton;David Faul;11986.62
Brandi Sukhu;Lori Lucas;233.92
Henry Vo;Stephen Tucker;3366.93
Susan Brown;Veronica Marrow;10303.64
Pauline Thomen;Bertha Barlow;21462.88
Richard Hernandez;Hedy Flannery;33892.68
Margaret Grantham;Dorothy Gray;764.09
Joanne Holbert;Rickey Winter;29326.32
Buford Weaver;Shawn Machado;690.1
William Patterson;Michael Freeman;21534.65
Brian Free;Lorraine Blaschke;464.04
Rodrigo Potts;Marion Gary;33361.16
Pamela Jackson;Thomas Griswold;2724.99
Linda Harr;Janet Pangallo;3795.76
Ramon Merlo;Eric Porter;1514.15
Levi Gallegos;Keith Rollins;8006.51
Terri Girton;Timothy Marshall;108041.39
James Losey;June Doss;3729.09
Lupe Honkanen;Robert Haynes;27059.79
Carol Edwards;Lisa Hardison;5967.42
Kristen Mcafee;William Creel;1925.86
Mary Hoover;Ruth Donnelly;2332.5
Samuel Triplett;Selma Gustafson;7092.23
Kristen Stanton;Donald Viggiano;2816.5
Catherine Evans;Mary Loske;6888.72
Daniel Owen;Bradley Escobar;5219.15
Yolanda Baoloy;Steven Handley;137.87
Cindy Dempsey;Thomas Lewis;1925009.67
Jonathan Debolt;Bertha Orourke;2319.37
Cecilia Nieto;Sam Jackson;1198.78
Lillian Mccoy;Judi Diaz;576.15
Heather Simon;Loren Ennis;6171.36
Laura Hawley;Winston Pacheco;2431.16
Mary Carey;Debbi Pezzuti;327.04
Stanley Roby;Paul Graves;158.66
Joanna Maher;Julio Jozwiak;5400.83
Robert Shannon;Marie Waugh;52489.78
James Walls;Eva Roundtree;152.75
Stephen Scianna;Christina Castillo;1406.85
Susan York;Lorraine White;18380.61
Richard Hicks;Tobias Ford;2991.72
Regina Whiting;Filomena Biss;27104.48
Sue Dearborn;Mattie Young;14534.24
Margarita Brunetto;Peter Mccalmont;5478.49
Billie Aldridge;Willie Loew;770.75
Kevin Garrett;Randell Fortune;8852.41
Dacia Henesey;Randy Pitchford;142.4
Juanita Jiles;Mabel Brand;7632.83
Everett Dubray;Christopher Pitonyak;1509.43
Dianne Riley;George Heon;5908.01
Inez Tilley;Michael Hart;422.93
Gregory Wofford;Amy Wolff;3826.81
Joseph Pugh;Frank Thornburg;1973.76
Robert Klein;Wilma Brewer;381.04
Joanne Holbert;Christopher Snyder;11879.91
Winston Mazzariello;Ronald Karge;55.73
John Oates;Robert Tarter;14746.3
Stephen Nichols;Ginger Rashid;2166.11
Mary Stewart;Willie Loew;43084.33
Ellis Snyder;Lorraine White;68712.83
Paul Bessette;Ronna Wiley;720.24
Jenice Snyder;Thomas Day;2493.93
Robin Haddad;William Johnson;49497.24
Heather Lawrence;Helen Harrison;2081.22
Frederick Smith;Christopher Northrup;652.3
Sabrina Peabody;George Hamilton;14894.31
Steven Ingram;Shirley Foster;25.84
Carrie Pipkin;Felicia Chadwick;23644.26
Winifred Fisher;Spencer Warren;3266.85
Mary Loske;Michelle Jennings;459.61
Lorenzo Cleckler;Julie Fletcher;1827.27
Georgia Rosales;Patricia Davis;605.2
Russ Brewton;Ricky Scott;232.2
Aaron Miracle;Edward Strahan;3710.53
Jason Davis;Elaine Barrera;6276.21
Ramon Merlo;Victoria Chilton;142.51
Terry Gustafson;Richard Haith;30283.23
Michael Risner;Amy Otero;22120.8
Sidney Meier;James Carmack;18123.88
Holly Nelson;Ryan Petersen;1777.61
Katherine Gin;Dwayne Spice;9538.1
Nellie Eads;Brenda Ford;31402.32
Gordon Ny;Virginia Tyson;2147.96
Jennifer Woolery;Robin Prunty;256.07
Michael Lynn;Debra Geary;3196.28
Digna Dearing;Paul Guajardo;15630.4
Nora Boyd;Dora Johnson;63446.64
David Hale;Alma Powell;1845.11
Joseph Lewis;Ronald Kehres;675.52
Helen Easton;Pamela Mclaughlin;38188.65
Lorean Whaley;Hazel Green;132.71
Robin Haddad;Cruz Redd;160573.7
Drew Anderson;Elizabeth Hoover;2804.68
Lee Bellman;Lori Cunningham;2623.34
Brandon Kaufman;Mary Hendry;10349.08
Rodrigo Potts;Dessie Tang;6186.56
Carol Snyder;Aurelia Russell;133.56
Paul Padilla;Charlie Miron;653.33
Dennis Koch;Simone Ainley;629.73
Kristen Mcafee;Rachael Peters;69.48
Reid Gray;Vanessa Jenkins;900.73
Katheryn Kirkland;Emily Bailey;4048.95
Jason Mitchell;Sofia Mclaughlin;38748.42
Jacqueline Stoops;Frances Villanueva;12614.41
Keith Brightwell;Alice Pointer;1065.06
Selma Gustafson;Mary Layden;1899.39
Aurora Giles;Miguel Wells;1038.22
John Larsen;Stephen Nichols;1286.36
Anne Garner;Charles Carrel;2535.64
Desmond Hahn;Jean Hopkins;8547.76
Steven Bean;Andrew Daggett;3763.61
Ruben Norment;Claudine Peterson;30484.17
Gary Collins;Kristina Payne;376.21
Kimberly Ridley;Frances Boyd;5937.54
Lupe Honkanen;Grace Phelps;19161.12
Pauline Ahearn;Veronica Withers;748.02
Mary Slaten;Logan Tillman;6058.93
Doris Arrington;Debra Deshong;4886.49
Michele Rowan;Roger Delgado;34165.8
Marie Dorman;Rita Sutton;4783.34
Todd Pruitt;Tobias Ford;5204.03
Howard Fultz;Rebecca Simmerman;10367.64
Christopher Northrup;James Moreno;291.67
Nicholas Wilkins;Joseph Eason;610.24
Matthew Malone;Louis Spataro;15667.42
Carolyn Thompson;Paul Werner;1155.2
Carolyn Hough;Karen Barnes;16938.99
Gregory Wofford;Iris Hatcher;35274.37
Edward Hood;Rebecca Hogg;11876.69
Carly Thompson;Larry Vinton;995.51
Ronald More;Todd Thoren;3164.89
